SMTSD	data	variable	value
Cells - EBV-transformed lymphocytes	female_med	RHOXF1	0.37275
Colon - Sigmoid	female_med	RHOXF1	2.05
Colon - Transverse	female_med	RHOXF1	0.9155
Esophagus - Gastroesophageal Junction	female_med	RHOXF1	1.939
Esophagus - Mucosa	female_med	RHOXF1	0.6414
Esophagus - Muscularis	female_med	RHOXF1	1.998
Heart - Atrial Appendage	female_med	RHOXF1	0.319
Heart - Left Ventricle	female_med	RHOXF1	0.2466
Kidney - Cortex	female_med	RHOXF1	1.656
Kidney - Medulla	female_med	RHOXF1	1.317
Liver	female_med	RHOXF1	0.4388
Lung	female_med	RHOXF1	0.8802
Minor Salivary Gland	female_med	RHOXF1	0.7498
Muscle - Skeletal	female_med	RHOXF1	0.123
Nerve - Tibial	female_med	RHOXF1	1.1335
Pancreas	female_med	RHOXF1	0.1522
Pituitary	female_med	RHOXF1	3.366
Skin - Not Sun Exposed (Suprapubic)	female_med	RHOXF1	1.775
Skin - Sun Exposed (Lower leg)	female_med	RHOXF1	1.5025
Small Intestine - Terminal Ileum	female_med	RHOXF1	1.158
Spleen	female_med	RHOXF1	1.662
Stomach	female_med	RHOXF1	0.6251
Thyroid	female_med	RHOXF1	2.046
Whole Blood	female_med	RHOXF1	0.3339
Adipose - Subcutaneous	med_diff_adj	ZBTB33	0.0351870078740159
Adipose - Visceral (Omentum)	med_diff_adj	ZBTB33	-0.0861235119047619
Adrenal Gland	med_diff_adj	ZBTB33	0.0809337433603578
Artery - Aorta	med_diff_adj	ZBTB33	0.0856573705179283
Artery - Coronary	med_diff_adj	ZBTB33	0.0666930067167127
Artery - Tibial	med_diff_adj	ZBTB33	0.0250227940431569
Bladder	med_diff_adj	ZBTB33	-0.0800274118632451
Brain - Amygdala	med_diff_adj	ZBTB33	0.0707897240723121
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	ZBTB33	0.0542067105041309
Brain - Caudate (basal ganglia)	med_diff_adj	ZBTB33	-0.036861849616702
Brain - Cerebellar Hemisphere	med_diff_adj	ZBTB33	-0.0742876526458616
Brain - Cerebellum	med_diff_adj	ZBTB33	0.0137867647058824
Brain - Cortex	med_diff_adj	ZBTB33	0.0735145172180959
Brain - Frontal Cortex (BA9)	med_diff_adj	ZBTB33	0.0113995485327315
Brain - Hippocampus	med_diff_adj	ZBTB33	-0.0616701943428901
Brain - Hypothalamus	med_diff_adj	ZBTB33	-0.0307654743010622
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	ZBTB33	0.0413344389870513
Brain - Putamen (basal ganglia)	med_diff_adj	ZBTB33	-0.0148829065441015
Brain - Spinal cord (cervical c-1)	med_diff_adj	ZBTB33	-0.0482436303331826
Brain - Substantia nigra	med_diff_adj	ZBTB33	-0.0261233019853709
Breast - Mammary Tissue	med_diff_adj	ZBTB33	0.528054862842893
Cells - Cultured fibroblasts	med_diff_adj	ZBTB33	-0.00416666666666675
Cells - EBV-transformed lymphocytes	med_diff_adj	ZBTB33	-0.0250048837663606
Colon - Sigmoid	med_diff_adj	ZBTB33	0.00995604986994339
Colon - Transverse	med_diff_adj	ZBTB33	-0.00676361176868448
Esophagus - Gastroesophageal Junction	med_diff_adj	ZBTB33	0.0199173243141676
Esophagus - Mucosa	med_diff_adj	ZBTB33	0.0382222222222222
Esophagus - Muscularis	med_diff_adj	ZBTB33	0.0132022742603836
Heart - Atrial Appendage	med_diff_adj	ZBTB33	-0.0490083905415713
Heart - Left Ventricle	med_diff_adj	ZBTB33	0.150216781433308
Kidney - Cortex	med_diff_adj	ZBTB33	0.328252208557076
Kidney - Medulla	med_diff_adj	ZBTB33	-0.546828787380874
Liver	med_diff_adj	ZBTB33	0.31658583899127
Lung	med_diff_adj	ZBTB33	-0.0765682656826568
Minor Salivary Gland	med_diff_adj	ZBTB33	0.0106035889070147
Muscle - Skeletal	med_diff_adj	ZBTB33	0.196232123212321
Nerve - Tibial	med_diff_adj	ZBTB33	-0.00383889238514789
Pancreas	med_diff_adj	ZBTB33	-0.0748983010289543
Pituitary	med_diff_adj	ZBTB33	0.0640016151827176
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	ZBTB33	0.0330012453300125
Skin - Sun Exposed (Lower leg)	med_diff_adj	ZBTB33	-0.0182887001959504
Small Intestine - Terminal Ileum	med_diff_adj	ZBTB33	-0.0311044887316073
Spleen	med_diff_adj	ZBTB33	0.0620178338843803
Stomach	med_diff_adj	ZBTB33	-0.0365111561866126
Thyroid	med_diff_adj	ZBTB33	0.00180831826401443
Whole Blood	med_diff_adj	ZBTB33	0.108403361344538
Adipose - Subcutaneous	male_med	ZBTB33	8.128
Adipose - Visceral (Omentum)	male_med	ZBTB33	8.064
Adrenal Gland	male_med	ZBTB33	7.154
Artery - Aorta	male_med	ZBTB33	5.522
Artery - Coronary	male_med	ZBTB33	6.3275
Artery - Tibial	male_med	ZBTB33	4.9355
Bladder	male_med	ZBTB33	6.5665
Brain - Amygdala	male_med	ZBTB33	5.255
Brain - Anterior cingulate cortex (BA24)	male_med	ZBTB33	5.931
Brain - Caudate (basal ganglia)	male_med	ZBTB33	6.131
Brain - Cerebellar Hemisphere	male_med	ZBTB33	14.74
Brain - Cerebellum	male_med	ZBTB33	10.88
Brain - Cortex	male_med	ZBTB33	5.924
Brain - Frontal Cortex (BA9)	male_med	ZBTB33	8.86
Brain - Hippocampus	male_med	ZBTB33	5.197
Brain - Hypothalamus	male_med	ZBTB33	8.191
Brain - Nucleus accumbens (basal ganglia)	male_med	ZBTB33	7.8385
Brain - Putamen (basal ganglia)	male_med	ZBTB33	4.569
Brain - Spinal cord (cervical c-1)	male_med	ZBTB33	6.633
Brain - Substantia nigra	male_med	ZBTB33	5.742
Breast - Mammary Tissue	male_med	ZBTB33	8.02
Cells - Cultured fibroblasts	male_med	ZBTB33	15.6
Cells - EBV-transformed lymphocytes	male_med	ZBTB33	25.595
Colon - Sigmoid	male_med	ZBTB33	5.5745
Colon - Transverse	male_med	ZBTB33	5.914
Esophagus - Gastroesophageal Junction	male_med	ZBTB33	5.322
Esophagus - Mucosa	male_med	ZBTB33	11.25
Esophagus - Muscularis	male_med	ZBTB33	5.1885
Heart - Atrial Appendage	male_med	ZBTB33	2.622
Heart - Left Ventricle	male_med	ZBTB33	1.9605
Kidney - Cortex	male_med	ZBTB33	2.8865
Kidney - Medulla	male_med	ZBTB33	6.086
Liver	male_med	ZBTB33	5.155
Lung	male_med	ZBTB33	10.84
Minor Salivary Gland	male_med	ZBTB33	12.26
Muscle - Skeletal	male_med	ZBTB33	3.636
Nerve - Tibial	male_med	ZBTB33	7.945
Pancreas	male_med	ZBTB33	4.179
Pituitary	male_med	ZBTB33	9.906
Skin - Not Sun Exposed (Suprapubic)	male_med	ZBTB33	16.06
Skin - Sun Exposed (Lower leg)	male_med	ZBTB33	15.31
Small Intestine - Terminal Ileum	male_med	ZBTB33	8.0535
Spleen	male_med	ZBTB33	9.981
Stomach	male_med	ZBTB33	5.916
Thyroid	male_med	ZBTB33	11.06
Whole Blood	male_med	ZBTB33	2.38
Adipose - Subcutaneous	female_med	ZBTB33	8.414
Adipose - Visceral (Omentum)	female_med	ZBTB33	7.3695
Adrenal Gland	female_med	ZBTB33	7.733
Artery - Aorta	female_med	ZBTB33	5.995
Artery - Coronary	female_med	ZBTB33	6.7495
Artery - Tibial	female_med	ZBTB33	5.059
Bladder	female_med	ZBTB33	6.041
Brain - Amygdala	female_med	ZBTB33	5.627
Brain - Anterior cingulate cortex (BA24)	female_med	ZBTB33	6.2525
Brain - Caudate (basal ganglia)	female_med	ZBTB33	5.905
Brain - Cerebellar Hemisphere	female_med	ZBTB33	13.645
Brain - Cerebellum	female_med	ZBTB33	11.03
Brain - Cortex	female_med	ZBTB33	6.3595
Brain - Frontal Cortex (BA9)	female_med	ZBTB33	8.961
Brain - Hippocampus	female_med	ZBTB33	4.8765
Brain - Hypothalamus	female_med	ZBTB33	7.939
Brain - Nucleus accumbens (basal ganglia)	female_med	ZBTB33	8.1625
Brain - Putamen (basal ganglia)	female_med	ZBTB33	4.501
Brain - Spinal cord (cervical c-1)	female_med	ZBTB33	6.313
Brain - Substantia nigra	female_med	ZBTB33	5.592
Breast - Mammary Tissue	female_med	ZBTB33	12.255
Cells - Cultured fibroblasts	female_med	ZBTB33	15.535
Cells - EBV-transformed lymphocytes	female_med	ZBTB33	24.955
Colon - Sigmoid	female_med	ZBTB33	5.63
Colon - Transverse	female_med	ZBTB33	5.874
Esophagus - Gastroesophageal Junction	female_med	ZBTB33	5.428
Esophagus - Mucosa	female_med	ZBTB33	11.68
Esophagus - Muscularis	female_med	ZBTB33	5.257
Heart - Atrial Appendage	female_med	ZBTB33	2.4935
Heart - Left Ventricle	female_med	ZBTB33	2.255
Kidney - Cortex	female_med	ZBTB33	3.834
Kidney - Medulla	female_med	ZBTB33	2.758
Liver	female_med	ZBTB33	6.787
Lung	female_med	ZBTB33	10.01
Minor Salivary Gland	female_med	ZBTB33	12.39
Muscle - Skeletal	female_med	ZBTB33	4.3495
Nerve - Tibial	female_med	ZBTB33	7.9145
Pancreas	female_med	ZBTB33	3.866
Pituitary	female_med	ZBTB33	10.54
Skin - Not Sun Exposed (Suprapubic)	female_med	ZBTB33	16.59
Skin - Sun Exposed (Lower leg)	female_med	ZBTB33	15.03
Small Intestine - Terminal Ileum	female_med	ZBTB33	7.803
Spleen	female_med	ZBTB33	10.6
Stomach	female_med	ZBTB33	5.7
Thyroid	female_med	ZBTB33	11.08
Whole Blood	female_med	ZBTB33	2.638
Adipose - Subcutaneous	med_diff_adj	TMEM255A	-0.251282051282051
Adipose - Visceral (Omentum)	med_diff_adj	TMEM255A	-0.259762140733399
Adrenal Gland	med_diff_adj	TMEM255A	0.330393487109905
Artery - Aorta	med_diff_adj	TMEM255A	0.135623869801085
Artery - Coronary	med_diff_adj	TMEM255A	0.0618961352657004
Artery - Tibial	med_diff_adj	TMEM255A	0.0303348063815444
Bladder	med_diff_adj	TMEM255A	-0.341967213114754
Brain - Amygdala	med_diff_adj	TMEM255A	0.162922445790193
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	TMEM255A	0.064814814814815
Brain - Caudate (basal ganglia)	med_diff_adj	TMEM255A	-0.11728813559322
Brain - Cerebellar Hemisphere	med_diff_adj	TMEM255A	-0.108221797323136
Brain - Cerebellum	med_diff_adj	TMEM255A	-0.0890895777398095
Brain - Cortex	med_diff_adj	TMEM255A	0.0241683991683992
Brain - Frontal Cortex (BA9)	med_diff_adj	TMEM255A	0.126175548589342
Brain - Hippocampus	med_diff_adj	TMEM255A	-0.132038834951456
Brain - Hypothalamus	med_diff_adj	TMEM255A	-0.171833480956599
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	TMEM255A	0.00813008130081303
Brain - Putamen (basal ganglia)	med_diff_adj	TMEM255A	0.0597439544807965
Brain - Spinal cord (cervical c-1)	med_diff_adj	TMEM255A	-0.230347349177331
Brain - Substantia nigra	med_diff_adj	TMEM255A	0.325604838709677
Breast - Mammary Tissue	med_diff_adj	TMEM255A	1.466065747614
Cells - Cultured fibroblasts	med_diff_adj	TMEM255A	-0.0498614958448754
Cells - EBV-transformed lymphocytes	med_diff_adj	TMEM255A	-0.232421375607262
Colon - Sigmoid	med_diff_adj	TMEM255A	-0.13060374739764
Colon - Transverse	med_diff_adj	TMEM255A	0.00413650465356774
Esophagus - Gastroesophageal Junction	med_diff_adj	TMEM255A	-0.0793435340572556
Esophagus - Mucosa	med_diff_adj	TMEM255A	-0.0530465949820789
Esophagus - Muscularis	med_diff_adj	TMEM255A	0.0460750853242322
Heart - Atrial Appendage	med_diff_adj	TMEM255A	-0.0772750062672349
Heart - Left Ventricle	med_diff_adj	TMEM255A	-0.324570932000869
Kidney - Cortex	med_diff_adj	TMEM255A	0.289953286400421
Kidney - Medulla	med_diff_adj	TMEM255A	0.716937354988399
Liver	med_diff_adj	TMEM255A	0.0836691159042427
Lung	med_diff_adj	TMEM255A	-0.0644883920894239
Minor Salivary Gland	med_diff_adj	TMEM255A	0.161216730038023
Muscle - Skeletal	med_diff_adj	TMEM255A	0.0925782759953613
Nerve - Tibial	med_diff_adj	TMEM255A	-0.0782636248415716
Pancreas	med_diff_adj	TMEM255A	0.0379650721336369
Pituitary	med_diff_adj	TMEM255A	-0.173916715938846
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	TMEM255A	0.339952718676123
Skin - Sun Exposed (Lower leg)	med_diff_adj	TMEM255A	0.210804224207961
Small Intestine - Terminal Ileum	med_diff_adj	TMEM255A	-0.0513421005224284
Spleen	med_diff_adj	TMEM255A	0.272450331125828
Stomach	med_diff_adj	TMEM255A	0.196615632554391
Thyroid	med_diff_adj	TMEM255A	0.0590602852393034
Whole Blood	med_diff_adj	TMEM255A	0.0710519862677783
Adipose - Subcutaneous	male_med	TMEM255A	1.56
Adipose - Visceral (Omentum)	male_med	TMEM255A	5.045
Adrenal Gland	male_med	TMEM255A	0.4422
Artery - Aorta	male_med	TMEM255A	1.106
Artery - Coronary	male_med	TMEM255A	1.656
Artery - Tibial	male_med	TMEM255A	0.66755
Bladder	male_med	TMEM255A	3.05
Brain - Amygdala	male_med	TMEM255A	5.119
Brain - Anterior cingulate cortex (BA24)	male_med	TMEM255A	3.78
Brain - Caudate (basal ganglia)	male_med	TMEM255A	2.95
Brain - Cerebellar Hemisphere	male_med	TMEM255A	2.615
Brain - Cerebellum	male_med	TMEM255A	4.097
Brain - Cortex	male_med	TMEM255A	1.924
Brain - Frontal Cortex (BA9)	male_med	TMEM255A	2.552
Brain - Hippocampus	male_med	TMEM255A	4.12
Brain - Hypothalamus	male_med	TMEM255A	22.58
Brain - Nucleus accumbens (basal ganglia)	male_med	TMEM255A	7.257
Brain - Putamen (basal ganglia)	male_med	TMEM255A	2.109
Brain - Spinal cord (cervical c-1)	male_med	TMEM255A	10.94
Brain - Substantia nigra	male_med	TMEM255A	14.88
Breast - Mammary Tissue	male_med	TMEM255A	1.886
Cells - Cultured fibroblasts	male_med	TMEM255A	0.2888
Cells - EBV-transformed lymphocytes	male_med	TMEM255A	1.9555
Colon - Sigmoid	male_med	TMEM255A	3.6025
Colon - Transverse	male_med	TMEM255A	1.934
Esophagus - Gastroesophageal Junction	male_med	TMEM255A	4.052
Esophagus - Mucosa	male_med	TMEM255A	1.395
Esophagus - Muscularis	male_med	TMEM255A	2.93
Heart - Atrial Appendage	male_med	TMEM255A	0.7978
Heart - Left Ventricle	male_med	TMEM255A	0.23015
Kidney - Cortex	male_med	TMEM255A	0.75995
Kidney - Medulla	male_med	TMEM255A	0.1724
Liver	male_med	TMEM255A	0.04219
Lung	male_med	TMEM255A	1.163
Minor Salivary Gland	male_med	TMEM255A	1.315
Muscle - Skeletal	male_med	TMEM255A	0.2587
Nerve - Tibial	male_med	TMEM255A	15.78
Pancreas	male_med	TMEM255A	0.1317
Pituitary	male_med	TMEM255A	5.9195
Skin - Not Sun Exposed (Suprapubic)	male_med	TMEM255A	2.115
Skin - Sun Exposed (Lower leg)	male_med	TMEM255A	2.462
Small Intestine - Terminal Ileum	male_med	TMEM255A	2.7755
Spleen	male_med	TMEM255A	0.755
Stomach	male_med	TMEM255A	0.8687
Thyroid	male_med	TMEM255A	0.57145
Whole Blood	male_med	TMEM255A	0.08156
Adipose - Subcutaneous	female_med	TMEM255A	1.168
Adipose - Visceral (Omentum)	female_med	TMEM255A	3.7345
Adrenal Gland	female_med	TMEM255A	0.5883
Artery - Aorta	female_med	TMEM255A	1.256
Artery - Coronary	female_med	TMEM255A	1.7585
Artery - Tibial	female_med	TMEM255A	0.6878
Bladder	female_med	TMEM255A	2.007
Brain - Amygdala	female_med	TMEM255A	5.953
Brain - Anterior cingulate cortex (BA24)	female_med	TMEM255A	4.025
Brain - Caudate (basal ganglia)	female_med	TMEM255A	2.604
Brain - Cerebellar Hemisphere	female_med	TMEM255A	2.332
Brain - Cerebellum	female_med	TMEM255A	3.732
Brain - Cortex	female_med	TMEM255A	1.9705
Brain - Frontal Cortex (BA9)	female_med	TMEM255A	2.874
Brain - Hippocampus	female_med	TMEM255A	3.576
Brain - Hypothalamus	female_med	TMEM255A	18.7
Brain - Nucleus accumbens (basal ganglia)	female_med	TMEM255A	7.316
Brain - Putamen (basal ganglia)	female_med	TMEM255A	2.235
Brain - Spinal cord (cervical c-1)	female_med	TMEM255A	8.42
Brain - Substantia nigra	female_med	TMEM255A	19.725
Breast - Mammary Tissue	female_med	TMEM255A	4.651
Cells - Cultured fibroblasts	female_med	TMEM255A	0.2744
Cells - EBV-transformed lymphocytes	female_med	TMEM255A	1.501
Colon - Sigmoid	female_med	TMEM255A	3.132
Colon - Transverse	female_med	TMEM255A	1.942
Esophagus - Gastroesophageal Junction	female_med	TMEM255A	3.7305
Esophagus - Mucosa	female_med	TMEM255A	1.321
Esophagus - Muscularis	female_med	TMEM255A	3.065
Heart - Atrial Appendage	female_med	TMEM255A	0.73615
Heart - Left Ventricle	female_med	TMEM255A	0.15545
Kidney - Cortex	female_med	TMEM255A	0.9803
Kidney - Medulla	female_med	TMEM255A	0.296
Liver	female_med	TMEM255A	0.04572
Lung	female_med	TMEM255A	1.088
Minor Salivary Gland	female_med	TMEM255A	1.527
Muscle - Skeletal	female_med	TMEM255A	0.28265
Nerve - Tibial	female_med	TMEM255A	14.545
Pancreas	female_med	TMEM255A	0.1367
Pituitary	female_med	TMEM255A	4.89
Skin - Not Sun Exposed (Suprapubic)	female_med	TMEM255A	2.834
Skin - Sun Exposed (Lower leg)	female_med	TMEM255A	2.981
Small Intestine - Terminal Ileum	female_med	TMEM255A	2.633
Spleen	female_med	TMEM255A	0.9607
Stomach	female_med	TMEM255A	1.0395
Thyroid	female_med	TMEM255A	0.6052
Whole Blood	female_med	TMEM255A	0.087355
Adipose - Subcutaneous	med_diff_adj	ATP1B4	-0.417910447761194
Adipose - Visceral (Omentum)	med_diff_adj	ATP1B4	0.0116696588868939
Artery - Coronary	med_diff_adj	ATP1B4	-0.250476190476191
Artery - Tibial	med_diff_adj	ATP1B4	0.428871611683127
Brain - Amygdala	med_diff_adj	ATP1B4	0.136122177954847
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	ATP1B4	-0.217806102742372
Brain - Caudate (basal ganglia)	med_diff_adj	ATP1B4	-0.187234042553192
Brain - Frontal Cortex (BA9)	med_diff_adj	ATP1B4	-1
Brain - Hippocampus	med_diff_adj	ATP1B4	-0.319404125286478
Brain - Hypothalamus	med_diff_adj	ATP1B4	-0.0318326512050932
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	ATP1B4	-0.196980589503954
Brain - Spinal cord (cervical c-1)	med_diff_adj	ATP1B4	-0.00964630225080394
Brain - Substantia nigra	med_diff_adj	ATP1B4	0.51474278544542
Breast - Mammary Tissue	med_diff_adj	ATP1B4	2.57722439843313
Heart - Atrial Appendage	med_diff_adj	ATP1B4	0.0560326320309146
Heart - Left Ventricle	med_diff_adj	ATP1B4	0.258569416184066
Lung	med_diff_adj	ATP1B4	-0.431370826010545
Minor Salivary Gland	med_diff_adj	ATP1B4	1.19900497512438
Muscle - Skeletal	med_diff_adj	ATP1B4	-0.0949920508744038
Nerve - Tibial	med_diff_adj	ATP1B4	0.207935341660544
Pituitary	med_diff_adj	ATP1B4	-0.287792923878082
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	ATP1B4	0.192393736017897
Skin - Sun Exposed (Lower leg)	med_diff_adj	ATP1B4	-0.100949367088608
Small Intestine - Terminal Ileum	med_diff_adj	ATP1B4	-0.0302337216782217
Adipose - Subcutaneous	male_med	ATP1B4	0.01474
Adipose - Visceral (Omentum)	male_med	ATP1B4	0.01114
Adrenal Gland	male_med	ATP1B4	0
Artery - Aorta	male_med	ATP1B4	0
Artery - Coronary	male_med	ATP1B4	0.01575
Artery - Tibial	male_med	ATP1B4	0.009518
Bladder	male_med	ATP1B4	0
Brain - Amygdala	male_med	ATP1B4	0.01506
Brain - Anterior cingulate cortex (BA24)	male_med	ATP1B4	0.012945
Brain - Caudate (basal ganglia)	male_med	ATP1B4	0.01034
Brain - Cerebellar Hemisphere	male_med	ATP1B4	0
Brain - Cerebellum	male_med	ATP1B4	0
Brain - Cortex	male_med	ATP1B4	0
Brain - Frontal Cortex (BA9)	male_med	ATP1B4	0.005143
Brain - Hippocampus	male_med	ATP1B4	0.01309
Brain - Hypothalamus	male_med	ATP1B4	0.02199
Brain - Nucleus accumbens (basal ganglia)	male_med	ATP1B4	0.020865
Brain - Putamen (basal ganglia)	male_med	ATP1B4	0
Brain - Spinal cord (cervical c-1)	male_med	ATP1B4	0.02177
Brain - Substantia nigra	male_med	ATP1B4	0.01594
Breast - Mammary Tissue	male_med	ATP1B4	0.003574
Cells - Cultured fibroblasts	male_med	ATP1B4	0
Cells - EBV-transformed lymphocytes	male_med	ATP1B4	0
Colon - Sigmoid	male_med	ATP1B4	0
Colon - Transverse	male_med	ATP1B4	0
Esophagus - Gastroesophageal Junction	male_med	ATP1B4	0
Esophagus - Mucosa	male_med	ATP1B4	0
Esophagus - Muscularis	male_med	ATP1B4	0
Heart - Atrial Appendage	male_med	ATP1B4	0.2329
Heart - Left Ventricle	male_med	ATP1B4	0.031945
Kidney - Cortex	male_med	ATP1B4	0
Kidney - Medulla	male_med	ATP1B4	0
Liver	male_med	ATP1B4	0
Lung	male_med	ATP1B4	0.01138
Minor Salivary Gland	male_med	ATP1B4	0.02613
Muscle - Skeletal	male_med	ATP1B4	12.58
Nerve - Tibial	male_med	ATP1B4	0.01361
Pancreas	male_med	ATP1B4	0
Pituitary	male_med	ATP1B4	0.032645
Skin - Not Sun Exposed (Suprapubic)	male_med	ATP1B4	0.00894
Skin - Sun Exposed (Lower leg)	male_med	ATP1B4	0.0158
Small Intestine - Terminal Ileum	male_med	ATP1B4	0.0069955
Spleen	male_med	ATP1B4	0
Stomach	male_med	ATP1B4	0
Thyroid	male_med	ATP1B4	0
Whole Blood	male_med	ATP1B4	0
Adipose - Subcutaneous	female_med	ATP1B4	0.00858
Adipose - Visceral (Omentum)	female_med	ATP1B4	0.01127
Adrenal Gland	female_med	ATP1B4	0
Artery - Aorta	female_med	ATP1B4	0
Artery - Coronary	female_med	ATP1B4	0.011805
Artery - Tibial	female_med	ATP1B4	0.0136
Bladder	female_med	ATP1B4	0
Brain - Amygdala	female_med	ATP1B4	0.01711
Brain - Anterior cingulate cortex (BA24)	female_med	ATP1B4	0.0101255
Brain - Caudate (basal ganglia)	female_med	ATP1B4	0.008404
Brain - Cerebellar Hemisphere	female_med	ATP1B4	0.007821
Brain - Cerebellum	female_med	ATP1B4	0
Brain - Cortex	female_med	ATP1B4	0.005145
Brain - Frontal Cortex (BA9)	female_med	ATP1B4	0
Brain - Hippocampus	female_med	ATP1B4	0.008909
Brain - Hypothalamus	female_med	ATP1B4	0.02129
Brain - Nucleus accumbens (basal ganglia)	female_med	ATP1B4	0.016755
Brain - Putamen (basal ganglia)	female_med	ATP1B4	0
Brain - Spinal cord (cervical c-1)	female_med	ATP1B4	0.02156
Brain - Substantia nigra	female_med	ATP1B4	0.024145
Breast - Mammary Tissue	female_med	ATP1B4	0.012785
Cells - Cultured fibroblasts	female_med	ATP1B4	0
Cells - EBV-transformed lymphocytes	female_med	ATP1B4	0.0050415
Colon - Sigmoid	female_med	ATP1B4	0.005669
Colon - Transverse	female_med	ATP1B4	0
Esophagus - Gastroesophageal Junction	female_med	ATP1B4	0
Esophagus - Mucosa	female_med	ATP1B4	0
Esophagus - Muscularis	female_med	ATP1B4	0
Heart - Atrial Appendage	female_med	ATP1B4	0.24595
Heart - Left Ventricle	female_med	ATP1B4	0.040205
Kidney - Cortex	female_med	ATP1B4	0
Kidney - Medulla	female_med	ATP1B4	0
Liver	female_med	ATP1B4	0.003974
Lung	female_med	ATP1B4	0.006471
Minor Salivary Gland	female_med	ATP1B4	0.05746
Muscle - Skeletal	female_med	ATP1B4	11.385
Nerve - Tibial	female_med	ATP1B4	0.01644
Pancreas	female_med	ATP1B4	0
Pituitary	female_med	ATP1B4	0.02325
Skin - Not Sun Exposed (Suprapubic)	female_med	ATP1B4	0.01066
Skin - Sun Exposed (Lower leg)	female_med	ATP1B4	0.014205
Small Intestine - Terminal Ileum	female_med	ATP1B4	0.006784
Spleen	female_med	ATP1B4	0
Stomach	female_med	ATP1B4	0
Thyroid	female_med	ATP1B4	0.008734
Whole Blood	female_med	ATP1B4	0
Adipose - Subcutaneous	med_diff_adj	LAMP2	0.0258019525801953
Adipose - Visceral (Omentum)	med_diff_adj	LAMP2	-0.0311675126903553
Adrenal Gland	med_diff_adj	LAMP2	0.109702888011635
Artery - Aorta	med_diff_adj	LAMP2	-0.00488171235448738
Artery - Coronary	med_diff_adj	LAMP2	-0.0114852262687739
Artery - Tibial	med_diff_adj	LAMP2	-0.0186147186147186
Bladder	med_diff_adj	LAMP2	0.00845410628019327
Brain - Amygdala	med_diff_adj	LAMP2	0.0795693277310925
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	LAMP2	-0.038453229639231
Brain - Caudate (basal ganglia)	med_diff_adj	LAMP2	0.000197472353870419
Brain - Cerebellar Hemisphere	med_diff_adj	LAMP2	-0.0634681583476763
Brain - Cerebellum	med_diff_adj	LAMP2	0.0585054080629303
Brain - Cortex	med_diff_adj	LAMP2	-0.0485659655831738
Brain - Frontal Cortex (BA9)	med_diff_adj	LAMP2	0.234768740031898
Brain - Hippocampus	med_diff_adj	LAMP2	0.0234512409615009
Brain - Hypothalamus	med_diff_adj	LAMP2	0.202026221692491
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	LAMP2	-0.110412401286926
Brain - Putamen (basal ganglia)	med_diff_adj	LAMP2	0.0832356389214537
Brain - Spinal cord (cervical c-1)	med_diff_adj	LAMP2	-0.0290096698899633
Brain - Substantia nigra	med_diff_adj	LAMP2	-0.126068720761413
Breast - Mammary Tissue	med_diff_adj	LAMP2	0.235219594594595
Cells - Cultured fibroblasts	med_diff_adj	LAMP2	0.0460496613995485
Cells - EBV-transformed lymphocytes	med_diff_adj	LAMP2	-0.0847918251983911
Colon - Sigmoid	med_diff_adj	LAMP2	-0.0160695857290285
Colon - Transverse	med_diff_adj	LAMP2	0.00245098039215687
Esophagus - Gastroesophageal Junction	med_diff_adj	LAMP2	0.0715001670564651
Esophagus - Mucosa	med_diff_adj	LAMP2	0.0355863572652237
Esophagus - Muscularis	med_diff_adj	LAMP2	0.0892383813394592
Heart - Atrial Appendage	med_diff_adj	LAMP2	-0.0650874946649594
Heart - Left Ventricle	med_diff_adj	LAMP2	0.23014440433213
Kidney - Cortex	med_diff_adj	LAMP2	0.247869721643628
Kidney - Medulla	med_diff_adj	LAMP2	-0.390949302483838
Liver	med_diff_adj	LAMP2	0.137792642140468
Lung	med_diff_adj	LAMP2	0.0061005770816159
Minor Salivary Gland	med_diff_adj	LAMP2	-0.0597969684327631
Muscle - Skeletal	med_diff_adj	LAMP2	0.0675582990397805
Nerve - Tibial	med_diff_adj	LAMP2	-0.0695106450587862
Pancreas	med_diff_adj	LAMP2	-0.0236914600550964
Pituitary	med_diff_adj	LAMP2	-0.064412238325282
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	LAMP2	-0.0323991576219018
Skin - Sun Exposed (Lower leg)	med_diff_adj	LAMP2	-0.0872610415293342
Small Intestine - Terminal Ileum	med_diff_adj	LAMP2	-0.00449101796407181
Spleen	med_diff_adj	LAMP2	0.0460388639760837
Stomach	med_diff_adj	LAMP2	-0.0349924585218702
Thyroid	med_diff_adj	LAMP2	-0.0758780649436713
Whole Blood	med_diff_adj	LAMP2	0.216138763197587
Adipose - Subcutaneous	male_med	LAMP2	50.19
Adipose - Visceral (Omentum)	male_med	LAMP2	49.25
