SMTSD	data	variable	value
Brain - Frontal Cortex (BA9)	med_diff_adj	PQBP1	-0.00269454623841345
Brain - Hippocampus	med_diff_adj	PQBP1	-0.0996800000000001
Brain - Hypothalamus	med_diff_adj	PQBP1	-0.0755716004813478
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	PQBP1	-0.0575985237906947
Brain - Putamen (basal ganglia)	med_diff_adj	PQBP1	-0.110930383864672
Brain - Spinal cord (cervical c-1)	med_diff_adj	PQBP1	-0.0403566937235624
Brain - Substantia nigra	med_diff_adj	PQBP1	-0.0773959646910466
Breast - Mammary Tissue	med_diff_adj	PQBP1	0.243357035928144
Cells - Cultured fibroblasts	med_diff_adj	PQBP1	0.00741150442477862
Cells - EBV-transformed lymphocytes	med_diff_adj	PQBP1	0.0398550724637682
Colon - Sigmoid	med_diff_adj	PQBP1	0.000280938334035623
Colon - Transverse	med_diff_adj	PQBP1	-0.0462470178014315
Esophagus - Gastroesophageal Junction	med_diff_adj	PQBP1	-0.0138456751711263
Esophagus - Mucosa	med_diff_adj	PQBP1	-0.00545663411832274
Esophagus - Muscularis	med_diff_adj	PQBP1	-0.0112594920136161
Heart - Atrial Appendage	med_diff_adj	PQBP1	0.0701250422440013
Heart - Left Ventricle	med_diff_adj	PQBP1	0.15
Kidney - Cortex	med_diff_adj	PQBP1	0.274979079497908
Kidney - Medulla	med_diff_adj	PQBP1	0.0647558386411889
Liver	med_diff_adj	PQBP1	0.0246559633027523
Lung	med_diff_adj	PQBP1	-0.016777976869197
Minor Salivary Gland	med_diff_adj	PQBP1	-0.0207525213343677
Muscle - Skeletal	med_diff_adj	PQBP1	0.070439494280554
Nerve - Tibial	med_diff_adj	PQBP1	-0.012426219322771
Pancreas	med_diff_adj	PQBP1	-0.0785756327251324
Pituitary	med_diff_adj	PQBP1	-0.00981699187977201
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	PQBP1	0.0224871717476607
Skin - Sun Exposed (Lower leg)	med_diff_adj	PQBP1	0.0223523971018959
Small Intestine - Terminal Ileum	med_diff_adj	PQBP1	-0.0475490196078432
Spleen	med_diff_adj	PQBP1	-0.0724481551306221
Stomach	med_diff_adj	PQBP1	-0.0830642267671332
Thyroid	med_diff_adj	PQBP1	-0.0287812233658953
Whole Blood	med_diff_adj	PQBP1	-0.068340750158932
Adipose - Subcutaneous	male_med	PQBP1	55.57
Adipose - Visceral (Omentum)	male_med	PQBP1	48.67
Adrenal Gland	male_med	PQBP1	53.4
Artery - Aorta	male_med	PQBP1	65.64
Artery - Coronary	male_med	PQBP1	60.485
Artery - Tibial	male_med	PQBP1	69.235
Bladder	male_med	PQBP1	62.18
Brain - Amygdala	male_med	PQBP1	30.22
Brain - Anterior cingulate cortex (BA24)	male_med	PQBP1	37.425
Brain - Caudate (basal ganglia)	male_med	PQBP1	35.87
Brain - Cerebellar Hemisphere	male_med	PQBP1	108.5
Brain - Cerebellum	male_med	PQBP1	96.435
Brain - Cortex	male_med	PQBP1	43.39
Brain - Frontal Cortex (BA9)	male_med	PQBP1	46.39
Brain - Hippocampus	male_med	PQBP1	31.25
Brain - Hypothalamus	male_med	PQBP1	41.55
Brain - Nucleus accumbens (basal ganglia)	male_med	PQBP1	37.935
Brain - Putamen (basal ganglia)	male_med	PQBP1	30.74
Brain - Spinal cord (cervical c-1)	male_med	PQBP1	43.735
Brain - Substantia nigra	male_med	PQBP1	31.72
Breast - Mammary Tissue	male_med	PQBP1	53.44
Cells - Cultured fibroblasts	male_med	PQBP1	45.2
Cells - EBV-transformed lymphocytes	male_med	PQBP1	56.58
Colon - Sigmoid	male_med	PQBP1	71.19
Colon - Transverse	male_med	PQBP1	54.49
Esophagus - Gastroesophageal Junction	male_med	PQBP1	64.28
Esophagus - Mucosa	male_med	PQBP1	52.23
Esophagus - Muscularis	male_med	PQBP1	57.285
Heart - Atrial Appendage	male_med	PQBP1	29.59
Heart - Left Ventricle	male_med	PQBP1	23.3
Kidney - Cortex	male_med	PQBP1	29.875
Kidney - Medulla	male_med	PQBP1	37.68
Liver	male_med	PQBP1	34.88
Lung	male_med	PQBP1	61.39
Minor Salivary Gland	male_med	PQBP1	51.56
Muscle - Skeletal	male_med	PQBP1	33.22
Nerve - Tibial	male_med	PQBP1	64.38
Pancreas	male_med	PQBP1	33.98
Pituitary	male_med	PQBP1	82.51
Skin - Not Sun Exposed (Suprapubic)	male_med	PQBP1	66.26
Skin - Sun Exposed (Lower leg)	male_med	PQBP1	64.87
Small Intestine - Terminal Ileum	male_med	PQBP1	61.2
Spleen	male_med	PQBP1	74.26
Stomach	male_med	PQBP1	55.74
Thyroid	male_med	PQBP1	76.265
Whole Blood	male_med	PQBP1	31.46
Adipose - Subcutaneous	female_med	PQBP1	51.2
Adipose - Visceral (Omentum)	female_med	PQBP1	44.93
Adrenal Gland	female_med	PQBP1	51.59
Artery - Aorta	female_med	PQBP1	65.3
Artery - Coronary	female_med	PQBP1	59.745
Artery - Tibial	female_med	PQBP1	72.24
Bladder	female_med	PQBP1	62.22
Brain - Amygdala	female_med	PQBP1	33.14
Brain - Anterior cingulate cortex (BA24)	female_med	PQBP1	36.04
Brain - Caudate (basal ganglia)	female_med	PQBP1	31.95
Brain - Cerebellar Hemisphere	female_med	PQBP1	95.04
Brain - Cerebellum	female_med	PQBP1	90.29
Brain - Cortex	female_med	PQBP1	42.015
Brain - Frontal Cortex (BA9)	female_med	PQBP1	46.265
Brain - Hippocampus	female_med	PQBP1	28.135
Brain - Hypothalamus	female_med	PQBP1	38.41
Brain - Nucleus accumbens (basal ganglia)	female_med	PQBP1	35.75
Brain - Putamen (basal ganglia)	female_med	PQBP1	27.33
Brain - Spinal cord (cervical c-1)	female_med	PQBP1	41.97
Brain - Substantia nigra	female_med	PQBP1	29.265
Breast - Mammary Tissue	female_med	PQBP1	66.445
Cells - Cultured fibroblasts	female_med	PQBP1	45.535
Cells - EBV-transformed lymphocytes	female_med	PQBP1	58.835
Colon - Sigmoid	female_med	PQBP1	71.21
Colon - Transverse	female_med	PQBP1	51.97
Esophagus - Gastroesophageal Junction	female_med	PQBP1	63.39
Esophagus - Mucosa	female_med	PQBP1	51.945
Esophagus - Muscularis	female_med	PQBP1	56.64
Heart - Atrial Appendage	female_med	PQBP1	31.665
Heart - Left Ventricle	female_med	PQBP1	26.795
Kidney - Cortex	female_med	PQBP1	38.09
Kidney - Medulla	female_med	PQBP1	40.12
Liver	female_med	PQBP1	35.74
Lung	female_med	PQBP1	60.36
Minor Salivary Gland	female_med	PQBP1	50.49
Muscle - Skeletal	female_med	PQBP1	35.56
Nerve - Tibial	female_med	PQBP1	63.58
Pancreas	female_med	PQBP1	31.31
Pituitary	female_med	PQBP1	81.7
Skin - Not Sun Exposed (Suprapubic)	female_med	PQBP1	67.75
Skin - Sun Exposed (Lower leg)	female_med	PQBP1	66.32
Small Intestine - Terminal Ileum	female_med	PQBP1	58.29
Spleen	female_med	PQBP1	68.88
Stomach	female_med	PQBP1	51.11
Thyroid	female_med	PQBP1	74.07
Whole Blood	female_med	PQBP1	29.31
Adipose - Subcutaneous	med_diff_adj	SLC35A2	-0.00968772544573837
Adipose - Visceral (Omentum)	med_diff_adj	SLC35A2	0.00142180094786735
Adrenal Gland	med_diff_adj	SLC35A2	0.0337078651685394
Artery - Aorta	med_diff_adj	SLC35A2	0.0280155642023347
Artery - Coronary	med_diff_adj	SLC35A2	-0.0373165618448638
Artery - Tibial	med_diff_adj	SLC35A2	-0.00645448475406185
Bladder	med_diff_adj	SLC35A2	0.12666338097585
Brain - Amygdala	med_diff_adj	SLC35A2	0.102092261154525
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	SLC35A2	0.0090781469349555
Brain - Caudate (basal ganglia)	med_diff_adj	SLC35A2	-0.103801457553673
Brain - Cerebellar Hemisphere	med_diff_adj	SLC35A2	-0.123723373212722
Brain - Cerebellum	med_diff_adj	SLC35A2	-0.0233234133850093
Brain - Cortex	med_diff_adj	SLC35A2	-0.0576323987538941
Brain - Frontal Cortex (BA9)	med_diff_adj	SLC35A2	-0.0197971404130513
Brain - Hippocampus	med_diff_adj	SLC35A2	-0.0761809713905524
Brain - Hypothalamus	med_diff_adj	SLC35A2	-0.130902290790089
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	SLC35A2	-0.00091124476034277
Brain - Putamen (basal ganglia)	med_diff_adj	SLC35A2	-0.0095148596264536
Brain - Spinal cord (cervical c-1)	med_diff_adj	SLC35A2	-0.0301405688133377
Brain - Substantia nigra	med_diff_adj	SLC35A2	-0.129019129019129
Breast - Mammary Tissue	med_diff_adj	SLC35A2	0.150522317188984
Cells - Cultured fibroblasts	med_diff_adj	SLC35A2	0.0110062893081761
Cells - EBV-transformed lymphocytes	med_diff_adj	SLC35A2	0.041858815182689
Colon - Sigmoid	med_diff_adj	SLC35A2	-0.00331061343719573
Colon - Transverse	med_diff_adj	SLC35A2	0.047993705743509
Esophagus - Gastroesophageal Junction	med_diff_adj	SLC35A2	0.0463420984118719
Esophagus - Mucosa	med_diff_adj	SLC35A2	-0.00441956393635824
Esophagus - Muscularis	med_diff_adj	SLC35A2	0.0463088548730865
Heart - Atrial Appendage	med_diff_adj	SLC35A2	0.0422255809559795
Heart - Left Ventricle	med_diff_adj	SLC35A2	0.149604111682178
Kidney - Cortex	med_diff_adj	SLC35A2	0.223140495867769
Kidney - Medulla	med_diff_adj	SLC35A2	-0.368008048289738
Liver	med_diff_adj	SLC35A2	0.0210852713178293
Lung	med_diff_adj	SLC35A2	0.121419676214197
Minor Salivary Gland	med_diff_adj	SLC35A2	-0.103548574752763
Muscle - Skeletal	med_diff_adj	SLC35A2	0.126705913834627
Nerve - Tibial	med_diff_adj	SLC35A2	-0.00126342387871128
Pancreas	med_diff_adj	SLC35A2	-0.0135910954891622
Pituitary	med_diff_adj	SLC35A2	0.0414999999999999
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	SLC35A2	-0.0343320848938826
Skin - Sun Exposed (Lower leg)	med_diff_adj	SLC35A2	-0.00122249388753054
Small Intestine - Terminal Ileum	med_diff_adj	SLC35A2	0.0449050086355785
Spleen	med_diff_adj	SLC35A2	-0.00125260960334034
Stomach	med_diff_adj	SLC35A2	0.0287735849056604
Thyroid	med_diff_adj	SLC35A2	-0.0444170265268353
Whole Blood	med_diff_adj	SLC35A2	0.125946252838759
Adipose - Subcutaneous	male_med	SLC35A2	9.703
Adipose - Visceral (Omentum)	male_med	SLC35A2	10.55
Adrenal Gland	male_med	SLC35A2	14.24
Artery - Aorta	male_med	SLC35A2	12.85
Artery - Coronary	male_med	SLC35A2	11.925
Artery - Tibial	male_med	SLC35A2	8.986
Bladder	male_med	SLC35A2	10.145
Brain - Amygdala	male_med	SLC35A2	3.967
Brain - Anterior cingulate cortex (BA24)	male_med	SLC35A2	5.3425
Brain - Caudate (basal ganglia)	male_med	SLC35A2	5.077
Brain - Cerebellar Hemisphere	male_med	SLC35A2	6.854
Brain - Cerebellum	male_med	SLC35A2	7.2245
Brain - Cortex	male_med	SLC35A2	7.062
Brain - Frontal Cortex (BA9)	male_med	SLC35A2	8.183
Brain - Hippocampus	male_med	SLC35A2	4.509
Brain - Hypothalamus	male_med	SLC35A2	6.417
Brain - Nucleus accumbens (basal ganglia)	male_med	SLC35A2	5.487
Brain - Putamen (basal ganglia)	male_med	SLC35A2	4.2565
Brain - Spinal cord (cervical c-1)	male_med	SLC35A2	7.6475
Brain - Substantia nigra	male_med	SLC35A2	4.914
Breast - Mammary Tissue	male_med	SLC35A2	10.53
Cells - Cultured fibroblasts	male_med	SLC35A2	22.26
Cells - EBV-transformed lymphocytes	male_med	SLC35A2	14.095
Colon - Sigmoid	male_med	SLC35A2	7.7025
Colon - Transverse	male_med	SLC35A2	12.71
Esophagus - Gastroesophageal Junction	male_med	SLC35A2	7.682
Esophagus - Mucosa	male_med	SLC35A2	16.97
Esophagus - Muscularis	male_med	SLC35A2	7.7415
Heart - Atrial Appendage	male_med	SLC35A2	5.293
Heart - Left Ventricle	male_med	SLC35A2	3.5995
Kidney - Cortex	male_med	SLC35A2	7.3205
Kidney - Medulla	male_med	SLC35A2	14.91
Liver	male_med	SLC35A2	9.675
Lung	male_med	SLC35A2	16.06
Minor Salivary Gland	male_med	SLC35A2	17.19
Muscle - Skeletal	male_med	SLC35A2	3.737
Nerve - Tibial	male_med	SLC35A2	15.83
Pancreas	male_med	SLC35A2	8.535
Pituitary	male_med	SLC35A2	20
Skin - Not Sun Exposed (Suprapubic)	male_med	SLC35A2	16.02
Skin - Sun Exposed (Lower leg)	male_med	SLC35A2	16.36
Small Intestine - Terminal Ileum	male_med	SLC35A2	11.58
Spleen	male_med	SLC35A2	11.975
Stomach	male_med	SLC35A2	10.6
Thyroid	male_med	SLC35A2	16.21
Whole Blood	male_med	SLC35A2	5.284
Adipose - Subcutaneous	female_med	SLC35A2	9.609
Adipose - Visceral (Omentum)	female_med	SLC35A2	10.565
Adrenal Gland	female_med	SLC35A2	14.72
Artery - Aorta	female_med	SLC35A2	13.21
Artery - Coronary	female_med	SLC35A2	11.48
Artery - Tibial	female_med	SLC35A2	8.928
Bladder	female_med	SLC35A2	11.43
Brain - Amygdala	female_med	SLC35A2	4.372
Brain - Anterior cingulate cortex (BA24)	female_med	SLC35A2	5.391
Brain - Caudate (basal ganglia)	female_med	SLC35A2	4.55
Brain - Cerebellar Hemisphere	female_med	SLC35A2	6.006
Brain - Cerebellum	female_med	SLC35A2	7.056
Brain - Cortex	female_med	SLC35A2	6.655
Brain - Frontal Cortex (BA9)	female_med	SLC35A2	8.021
Brain - Hippocampus	female_med	SLC35A2	4.1655
Brain - Hypothalamus	female_med	SLC35A2	5.577
Brain - Nucleus accumbens (basal ganglia)	female_med	SLC35A2	5.482
Brain - Putamen (basal ganglia)	female_med	SLC35A2	4.216
Brain - Spinal cord (cervical c-1)	female_med	SLC35A2	7.417
Brain - Substantia nigra	female_med	SLC35A2	4.28
Breast - Mammary Tissue	female_med	SLC35A2	12.115
Cells - Cultured fibroblasts	female_med	SLC35A2	22.505
Cells - EBV-transformed lymphocytes	female_med	SLC35A2	14.685
Colon - Sigmoid	female_med	SLC35A2	7.677
Colon - Transverse	female_med	SLC35A2	13.32
Esophagus - Gastroesophageal Junction	female_med	SLC35A2	8.038
Esophagus - Mucosa	female_med	SLC35A2	16.895
Esophagus - Muscularis	female_med	SLC35A2	8.1
Heart - Atrial Appendage	female_med	SLC35A2	5.5165
Heart - Left Ventricle	female_med	SLC35A2	4.138
Kidney - Cortex	female_med	SLC35A2	8.954
Kidney - Medulla	female_med	SLC35A2	9.423
Liver	female_med	SLC35A2	9.879
Lung	female_med	SLC35A2	18.01
Minor Salivary Gland	female_med	SLC35A2	15.41
Muscle - Skeletal	female_med	SLC35A2	4.2105
Nerve - Tibial	female_med	SLC35A2	15.81
Pancreas	female_med	SLC35A2	8.419
Pituitary	female_med	SLC35A2	20.83
Skin - Not Sun Exposed (Suprapubic)	female_med	SLC35A2	15.47
Skin - Sun Exposed (Lower leg)	female_med	SLC35A2	16.34
Small Intestine - Terminal Ileum	female_med	SLC35A2	12.1
Spleen	female_med	SLC35A2	11.96
Stomach	female_med	SLC35A2	10.905
Thyroid	female_med	SLC35A2	15.49
Whole Blood	female_med	SLC35A2	5.9495
Adipose - Subcutaneous	med_diff_adj	PIM2	-0.042191029364311
Adipose - Visceral (Omentum)	med_diff_adj	PIM2	0.0905260098808488
Adrenal Gland	med_diff_adj	PIM2	0.0155918861640932
Artery - Aorta	med_diff_adj	PIM2	-0.0683299389002038
Artery - Coronary	med_diff_adj	PIM2	-0.153533862336224
Artery - Tibial	med_diff_adj	PIM2	-0.0256575139862389
Bladder	med_diff_adj	PIM2	-0.254655127196433
Brain - Amygdala	med_diff_adj	PIM2	0.219066937119675
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	PIM2	0.0158799081942805
Brain - Caudate (basal ganglia)	med_diff_adj	PIM2	-0.194703468854905
Brain - Cerebellar Hemisphere	med_diff_adj	PIM2	-0.110634239389604
Brain - Cerebellum	med_diff_adj	PIM2	-0.00499750124937521
Brain - Cortex	med_diff_adj	PIM2	-0.0710479573712255
Brain - Frontal Cortex (BA9)	med_diff_adj	PIM2	-0.0640167364016735
Brain - Hippocampus	med_diff_adj	PIM2	-0.178879625566769
Brain - Hypothalamus	med_diff_adj	PIM2	-0.0666058394160584
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	PIM2	-0.0103626943005181
Brain - Putamen (basal ganglia)	med_diff_adj	PIM2	-0.174403550952469
Brain - Spinal cord (cervical c-1)	med_diff_adj	PIM2	-0.141187256474903
Brain - Substantia nigra	med_diff_adj	PIM2	-0.0654637012169535
Breast - Mammary Tissue	med_diff_adj	PIM2	1.42333582647719
Cells - Cultured fibroblasts	med_diff_adj	PIM2	0.0578252671275926
Cells - EBV-transformed lymphocytes	med_diff_adj	PIM2	0.166460204397646
Colon - Sigmoid	med_diff_adj	PIM2	-0.00572334243198023
Colon - Transverse	med_diff_adj	PIM2	-0.0562977099236641
Esophagus - Gastroesophageal Junction	med_diff_adj	PIM2	0.00294642857142868
Esophagus - Mucosa	med_diff_adj	PIM2	-0.138627753613021
Esophagus - Muscularis	med_diff_adj	PIM2	0.0295184858291655
Heart - Atrial Appendage	med_diff_adj	PIM2	0.00565723793677216
Heart - Left Ventricle	med_diff_adj	PIM2	0.129022180568572
Kidney - Cortex	med_diff_adj	PIM2	0.36128364389234
Kidney - Medulla	med_diff_adj	PIM2	-0.349281714146579
Liver	med_diff_adj	PIM2	0.137674628210906
Lung	med_diff_adj	PIM2	0.101084295208115
Minor Salivary Gland	med_diff_adj	PIM2	-0.30421502748931
Muscle - Skeletal	med_diff_adj	PIM2	0.0840241145440844
Nerve - Tibial	med_diff_adj	PIM2	-0.0289370078740158
Pancreas	med_diff_adj	PIM2	-0.0213655364607524
Pituitary	med_diff_adj	PIM2	0.0286751361161524
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	PIM2	0.0422082459818308
Skin - Sun Exposed (Lower leg)	med_diff_adj	PIM2	-0.019378760319015
Small Intestine - Terminal Ileum	med_diff_adj	PIM2	0.039630836047774
Spleen	med_diff_adj	PIM2	0.140013726835964
Stomach	med_diff_adj	PIM2	-0.113724688075271
Thyroid	med_diff_adj	PIM2	0.172718779196512
Whole Blood	med_diff_adj	PIM2	0.049566630552546
Adipose - Subcutaneous	male_med	PIM2	6.198
Adipose - Visceral (Omentum)	male_med	PIM2	6.882
Adrenal Gland	male_med	PIM2	6.606
Artery - Aorta	male_med	PIM2	9.82
Artery - Coronary	male_med	PIM2	8.1285
Artery - Tibial	male_med	PIM2	7.7755
Bladder	male_med	PIM2	9.5325
Brain - Amygdala	male_med	PIM2	4.93
Brain - Anterior cingulate cortex (BA24)	male_med	PIM2	8.0605
Brain - Caudate (basal ganglia)	male_med	PIM2	8.043
Brain - Cerebellar Hemisphere	male_med	PIM2	20.97
Brain - Cerebellum	male_med	PIM2	20.01
Brain - Cortex	male_med	PIM2	11.26
Brain - Frontal Cortex (BA9)	male_med	PIM2	11.95
Brain - Hippocampus	male_med	PIM2	6.837
Brain - Hypothalamus	male_med	PIM2	10.96
Brain - Nucleus accumbens (basal ganglia)	male_med	PIM2	11.58
Brain - Putamen (basal ganglia)	male_med	PIM2	5.407
Brain - Spinal cord (cervical c-1)	male_med	PIM2	4.363
Brain - Substantia nigra	male_med	PIM2	4.766
Breast - Mammary Tissue	male_med	PIM2	5.348
Cells - Cultured fibroblasts	male_med	PIM2	3.9775
Cells - EBV-transformed lymphocytes	male_med	PIM2	322.9
Colon - Sigmoid	male_med	PIM2	5.6785
Colon - Transverse	male_med	PIM2	20.96
Esophagus - Gastroesophageal Junction	male_med	PIM2	5.6
Esophagus - Mucosa	male_med	PIM2	7.127
Esophagus - Muscularis	male_med	PIM2	5.0985
Heart - Atrial Appendage	male_med	PIM2	3.005
Heart - Left Ventricle	male_med	PIM2	1.6005
Kidney - Cortex	male_med	PIM2	4.83
Kidney - Medulla	male_med	PIM2	8.214
Liver	male_med	PIM2	4.438
Lung	male_med	PIM2	28.59
Minor Salivary Gland	male_med	PIM2	32.74
Muscle - Skeletal	male_med	PIM2	1.327
Nerve - Tibial	male_med	PIM2	10.16
Pancreas	male_med	PIM2	2.153
Pituitary	male_med	PIM2	13.775
Skin - Not Sun Exposed (Suprapubic)	male_med	PIM2	7.155
Skin - Sun Exposed (Lower leg)	male_med	PIM2	7.147
Small Intestine - Terminal Ileum	male_med	PIM2	36.84
Spleen	male_med	PIM2	145.7
Stomach	male_med	PIM2	9.778
Thyroid	male_med	PIM2	8.0275
Whole Blood	male_med	PIM2	55.38
Adipose - Subcutaneous	female_med	PIM2	5.9365
Adipose - Visceral (Omentum)	female_med	PIM2	7.505
Adrenal Gland	female_med	PIM2	6.709
Artery - Aorta	female_med	PIM2	9.149
Artery - Coronary	female_med	PIM2	6.8805
Artery - Tibial	female_med	PIM2	7.576
Bladder	female_med	PIM2	7.105
Brain - Amygdala	female_med	PIM2	6.01
Brain - Anterior cingulate cortex (BA24)	female_med	PIM2	8.1885
Brain - Caudate (basal ganglia)	female_med	PIM2	6.477
Brain - Cerebellar Hemisphere	female_med	PIM2	18.65
Brain - Cerebellum	female_med	PIM2	19.91
Brain - Cortex	female_med	PIM2	10.46
Brain - Frontal Cortex (BA9)	female_med	PIM2	11.185
Brain - Hippocampus	female_med	PIM2	5.614
Brain - Hypothalamus	female_med	PIM2	10.23
Brain - Nucleus accumbens (basal ganglia)	female_med	PIM2	11.46
Brain - Putamen (basal ganglia)	female_med	PIM2	4.464
Brain - Spinal cord (cervical c-1)	female_med	PIM2	3.747
Brain - Substantia nigra	female_med	PIM2	4.454
Breast - Mammary Tissue	female_med	PIM2	12.96
Cells - Cultured fibroblasts	female_med	PIM2	4.2075
Cells - EBV-transformed lymphocytes	female_med	PIM2	376.65
Colon - Sigmoid	female_med	PIM2	5.646
Colon - Transverse	female_med	PIM2	19.78
Esophagus - Gastroesophageal Junction	female_med	PIM2	5.6165
Esophagus - Mucosa	female_med	PIM2	6.139
Esophagus - Muscularis	female_med	PIM2	5.249
Heart - Atrial Appendage	female_med	PIM2	3.022
Heart - Left Ventricle	female_med	PIM2	1.807
Kidney - Cortex	female_med	PIM2	6.575
Kidney - Medulla	female_med	PIM2	5.345
Liver	female_med	PIM2	5.049
Lung	female_med	PIM2	31.48
Minor Salivary Gland	female_med	PIM2	22.78
Muscle - Skeletal	female_med	PIM2	1.4385
Nerve - Tibial	female_med	PIM2	9.866
Pancreas	female_med	PIM2	2.107
Pituitary	female_med	PIM2	14.17
Skin - Not Sun Exposed (Suprapubic)	female_med	PIM2	7.457
Skin - Sun Exposed (Lower leg)	female_med	PIM2	7.0085
Small Intestine - Terminal Ileum	female_med	PIM2	38.3
Spleen	female_med	PIM2	166.1
Stomach	female_med	PIM2	8.666
Thyroid	female_med	PIM2	9.414
Whole Blood	female_med	PIM2	58.125
Adipose - Subcutaneous	med_diff_adj	OTUD5	-0.0150492520977745
Adipose - Visceral (Omentum)	med_diff_adj	OTUD5	-0.0538397328881469
Adrenal Gland	med_diff_adj	OTUD5	-0.0208333333333334
Artery - Aorta	med_diff_adj	OTUD5	-0.0196637646352447
Artery - Coronary	med_diff_adj	OTUD5	-0.015788195287831
Artery - Tibial	med_diff_adj	OTUD5	0.0101994900254986
Bladder	med_diff_adj	OTUD5	-0.0487246308141831
Brain - Amygdala	med_diff_adj	OTUD5	0.101648351648352
Brain - Anterior cingulate cortex (BA24)	med_diff_adj	OTUD5	0.0143485747082456
Brain - Caudate (basal ganglia)	med_diff_adj	OTUD5	-0.157059110893991
Brain - Cerebellar Hemisphere	med_diff_adj	OTUD5	-0.162602480554972
Brain - Cerebellum	med_diff_adj	OTUD5	-0.0691063551707237
Brain - Cortex	med_diff_adj	OTUD5	-0.134236647234914
Brain - Frontal Cortex (BA9)	med_diff_adj	OTUD5	-0.117265087853323
Brain - Hippocampus	med_diff_adj	OTUD5	-0.0971085651936714
Brain - Hypothalamus	med_diff_adj	OTUD5	-0.195253955037469
Brain - Nucleus accumbens (basal ganglia)	med_diff_adj	OTUD5	-0.0577105014191108
Brain - Putamen (basal ganglia)	med_diff_adj	OTUD5	-0.0473883421650264
Brain - Spinal cord (cervical c-1)	med_diff_adj	OTUD5	-0.112876361306855
Brain - Substantia nigra	med_diff_adj	OTUD5	-0.00612244897959185
Breast - Mammary Tissue	med_diff_adj	OTUD5	0.140881248765066
Cells - Cultured fibroblasts	med_diff_adj	OTUD5	-0.0135587092108831
Cells - EBV-transformed lymphocytes	med_diff_adj	OTUD5	-0.00973255261908522
Colon - Sigmoid	med_diff_adj	OTUD5	-0.0250974279033516
Colon - Transverse	med_diff_adj	OTUD5	-0.0526315789473684
Esophagus - Gastroesophageal Junction	med_diff_adj	OTUD5	-0.0336852689793867
Esophagus - Mucosa	med_diff_adj	OTUD5	0.00964974982130096
Esophagus - Muscularis	med_diff_adj	OTUD5	0.0067328136073707
Heart - Atrial Appendage	med_diff_adj	OTUD5	-0.00755728912725505
Heart - Left Ventricle	med_diff_adj	OTUD5	0.111321469140477
Kidney - Cortex	med_diff_adj	OTUD5	0.211571976298362
Kidney - Medulla	med_diff_adj	OTUD5	-0.445259490188887
Liver	med_diff_adj	OTUD5	0.0761396702230844
Lung	med_diff_adj	OTUD5	-0.0119889332923455
Minor Salivary Gland	med_diff_adj	OTUD5	-0.0539280958721704
Muscle - Skeletal	med_diff_adj	OTUD5	0.110406646261478
Nerve - Tibial	med_diff_adj	OTUD5	-0.00492831541218645
Pancreas	med_diff_adj	OTUD5	-0.048062015503876
Pituitary	med_diff_adj	OTUD5	0.0438873674601503
Skin - Not Sun Exposed (Suprapubic)	med_diff_adj	OTUD5	0.0143575017946878
Skin - Sun Exposed (Lower leg)	med_diff_adj	OTUD5	0.0341572262272572
Small Intestine - Terminal Ileum	med_diff_adj	OTUD5	0.0171067637512061
Spleen	med_diff_adj	OTUD5	-0.0565286157811492
Stomach	med_diff_adj	OTUD5	-0.0439216752787599
Thyroid	med_diff_adj	OTUD5	-0.0225474683544305
Whole Blood	med_diff_adj	OTUD5	0.0272531030760928
Adipose - Subcutaneous	male_med	OTUD5	54.82
Adipose - Visceral (Omentum)	male_med	OTUD5	47.92
Adrenal Gland	male_med	OTUD5	49.44
Artery - Aorta	male_med	OTUD5	66.62
Artery - Coronary	male_med	OTUD5	61.755
Artery - Tibial	male_med	OTUD5	66.67
Bladder	male_med	OTUD5	63.315
Brain - Amygdala	male_med	OTUD5	36.4
Brain - Anterior cingulate cortex (BA24)	male_med	OTUD5	52.27
Brain - Caudate (basal ganglia)	male_med	OTUD5	40.94
Brain - Cerebellar Hemisphere	male_med	OTUD5	95.14
Brain - Cerebellum	male_med	OTUD5	91.815
Brain - Cortex	male_med	OTUD5	63.47
Brain - Frontal Cortex (BA9)	male_med	OTUD5	65.45
Brain - Hippocampus	male_med	OTUD5	36.66
Brain - Hypothalamus	male_med	OTUD5	48.04
Brain - Nucleus accumbens (basal ganglia)	male_med	OTUD5	52.85
Brain - Putamen (basal ganglia)	male_med	OTUD5	33.025
Brain - Spinal cord (cervical c-1)	male_med	OTUD5	39.025
Brain - Substantia nigra	male_med	OTUD5	31.85
Breast - Mammary Tissue	male_med	OTUD5	50.61
Cells - Cultured fibroblasts	male_med	OTUD5	55.315
Cells - EBV-transformed lymphocytes	male_med	OTUD5	63.19
Colon - Sigmoid	male_med	OTUD5	64.15
Colon - Transverse	male_med	OTUD5	46.93
Esophagus - Gastroesophageal Junction	male_med	OTUD5	59.67
Esophagus - Mucosa	male_med	OTUD5	41.97
Esophagus - Muscularis	male_med	OTUD5	56.44
